title,platform,metascore,userscore,genre,date
Might & Magic: Heroes VII,PC,67.0,70.8,strategy,2015-09-29
Grand Ages: Medieval,PC,63.0,55.0,strategy,2015-09-25
NOVA-111,Wii U,76.0,70.0,strategy,2015-09-24
Cities: Skylines - After Dark,PC,79.0,77.0,strategy,2015-09-24
Concrete Jungle,PC,76.0,65.0,strategy,2015-09-23
Plague Inc: Evolved,Xbox One,80.0,76.0,strategy,2015-09-18
Zombie Defense,Wii U,75.0,75.0,strategy,2015-09-17
Train Valley,PC,69.0,75.0,strategy,2015-09-16
Skyshine's Bedlam,PC,67.0,50.0,strategy,2015-09-16
Ravenmark: Scourge of Estellion,PC,75.0,70.8,strategy,2015-09-10
"Warhammer 40,000: Regicide",PC,72.0,76.0,strategy,2015-09-08
Worms 4,iOS,74.0,70.8,strategy,2015-09-03
Rebuild 3: Gangs of Deadsville,iOS,88.0,78.0,strategy,2015-09-03
Act of Aggression,PC,71.0,71.0,strategy,2015-09-02
Renowned Explorers: International Society,PC,72.0,64.0,strategy,2015-09-02
Company of Heroes 2: The British Forces,PC,80.0,63.0,strategy,2015-09-02
Nobunaga's Ambition: Sphere of Influence,PC,70.0,81.0,strategy,2015-09-01
NOVA-111,PlayStation Vita,75.0,68.0,strategy,2015-09-01
Nobunaga's Ambition: Sphere of Influence,PlayStation 4,80.0,76.0,strategy,2015-09-01
Space Hulk,PlayStation Vita,51.0,70.0,strategy,2015-09-01
Satellite Reign,PC,75.0,77.0,strategy,2015-08-28
Lara Croft GO,iOS,83.0,71.0,strategy,2015-08-27
Big Pharma,PC,72.0,65.0,strategy,2015-08-27
NOVA-111,PlayStation 4,73.0,53.0,strategy,2015-08-25
NOVA-111,PC,68.0,72.0,strategy,2015-08-25
Crookz: The Big Heist,PC,74.0,71.0,strategy,2015-08-25
Hearthstone: Heroes of Warcraft - The Grand Tournament,PC,84.0,70.8,strategy,2015-08-24
Dungeon of the Endless,iOS,83.0,79.0,strategy,2015-08-20
SMITE,Xbox One,80.0,73.0,strategy,2015-08-19
Toy Soldiers: War Chest,PC,60.0,76.0,strategy,2015-08-12
RollerCoaster Tycoon 3,iOS,80.0,67.0,strategy,2015-08-12
Toy Soldiers: War Chest,Xbox One,60.0,77.0,strategy,2015-08-11
Toy Soldiers: War Chest,PlayStation 4,62.0,71.0,strategy,2015-08-11
Paradise Bay,iOS,67.0,70.8,strategy,2015-08-05
The Castle Game,PlayStation 4,68.0,66.0,strategy,2015-08-04
Yu-Gi-Oh! Legacy of the Duelist,PlayStation 4,75.0,75.0,strategy,2015-07-31
Cosmonautica,iOS,50.0,70.8,strategy,2015-07-31
Magic Duels: Origins,PC,77.0,61.0,strategy,2015-07-29
Breach & Clear: Deadline,PC,62.0,68.0,strategy,2015-07-20
Sorcerer King,PC,75.0,62.0,strategy,2015-07-16
Legions of Steel,PC,64.0,70.8,strategy,2015-07-16
This War of Mine,iOS,90.0,85.0,strategy,2015-07-15
Deception IV: The Nightmare Princess,PlayStation 4,69.0,70.0,strategy,2015-07-14
Deception IV: The Nightmare Princess,PlayStation Vita,73.0,77.0,strategy,2015-07-14
Holy Potatoes! A Weapon Shop?!,PC,69.0,67.0,strategy,2015-07-13
Card Hunter,PC,80.0,76.0,strategy,2015-07-13
Magic Duels: Origins,iOS,84.0,70.8,strategy,2015-07-08
Legends of Eisenwald,PC,71.0,77.0,strategy,2015-07-02
Mercenaries Saga 2: Order Of The Silver Eagle,3DS,70.0,74.0,strategy,2015-07-02
RONIN,PC,70.0,76.0,strategy,2015-06-30
Lethis - Path of Progress,PC,65.0,83.0,strategy,2015-06-25
Door Kickers,iOS,86.0,70.8,strategy,2015-06-24
"Warhammer 40,000: Armageddon",iOS,73.0,70.8,strategy,2015-06-19
Fallout Shelter,iOS,71.0,66.0,strategy,2015-06-14
The Masterplan,PC,68.0,74.0,strategy,2015-06-04
Star Hammer: The Vanguard Prophecy,PC,69.0,61.0,strategy,2015-06-04
Heroes of the Storm,PC,86.0,63.0,strategy,2015-06-02
Skulls of the Shogun: Bone-a-Fide Edition,PlayStation 4,80.0,67.0,strategy,2015-06-02
Lord of Magna: Maiden Heaven,3DS,68.0,74.0,strategy,2015-06-02
Massive Chalice,PC,73.0,60.0,strategy,2015-06-01
Massive Chalice,Xbox One,72.0,68.0,strategy,2015-06-01
Rebuild 3: Gangs of Deadsville,PC,75.0,87.0,strategy,2015-05-29
Invizimals: The Resistance,PlayStation Vita,67.0,91.0,strategy,2015-05-26
Swords & Soldiers II,Wii U,75.0,79.0,strategy,2015-05-21
Interloper,PC,77.0,72.0,strategy,2015-05-21
Heroes and Castles 2,iOS,76.0,70.8,strategy,2015-05-14
"Invisible, Inc.",PC,82.0,79.0,strategy,2015-05-12
Breach & Clear,PlayStation Vita,55.0,83.0,strategy,2015-05-12
Spacecom,iOS,77.0,83.0,strategy,2015-05-06
Shin Megami Tensei: Devil Survivor 2 Record Breaker,3DS,84.0,70.8,strategy,2015-05-05
Empires & Allies,iOS,76.0,70.8,strategy,2015-05-05
Order of Battle: Pacific,PC,81.0,56.0,strategy,2015-04-30
Chroma Squad,PC,75.0,77.0,strategy,2015-04-30
Space Colony (Steam Edition),PC,74.0,74.0,strategy,2015-04-30
Jurassic World: The Game,iOS,67.0,70.8,strategy,2015-04-29
Tropico 5,PlayStation 4,76.0,71.0,strategy,2015-04-28
Star Wars: Commander,iOS,70.0,58.0,strategy,2014-08-20
WWE SuperCard,iOS,85.0,75.0,strategy,2014-08-14
Disgaea 4: A Promise Revisited,PlayStation Vita,82.0,81.0,strategy,2014-08-12
Mini Metro,PC,77.0,78.0,strategy,2014-08-11
Might & Magic: Duel of Champions - Forgotten Wars,Xbox 360,62.0,70.8,strategy,2014-07-23
Halfway,PC,69.0,60.0,strategy,2014-07-22
Hearthstone: Heroes of Warcraft - Curse of Naxxramas,PC,78.0,65.0,strategy,2014-07-22
Might & Magic: Duel of Champions - Forgotten Wars,PlayStation 3,52.0,70.8,strategy,2014-07-22
Magic: Duels of the Planeswalkers 2015,Xbox 360,64.0,70.8,strategy,2014-07-16
Magic: Duels of the Planeswalkers 2015,PC,60.0,70.8,strategy,2014-07-16
Europa Universalis IV: Res Publica,PC,79.0,71.0,strategy,2014-07-16
Magic 2015,iOS,79.0,70.8,strategy,2014-07-09
Battleplan: American Civil War,PC,66.0,60.0,strategy,2014-07-04
Civilization Revolution 2,iOS,66.0,70.8,strategy,2014-07-02
Cocoro: Line Defender,3DS,72.3,70.8,strategy,2014-06-26
Company of Heroes 2: The Western Front Armies,PC,80.0,69.0,strategy,2014-06-23
Qvadriga,PC,72.0,70.8,strategy,2014-06-13
Space Run,PC,73.0,76.0,strategy,2014-06-13
Great Little War Game 2,iOS,75.0,70.8,strategy,2014-06-09
Worms Battlegrounds,PlayStation 4,62.0,59.0,strategy,2014-06-03
Worms Battlegrounds,Xbox One,70.0,62.0,strategy,2014-05-30
Europa Universalis IV: Wealth of Nations,PC,84.0,84.0,strategy,2014-05-29
Anomaly Defenders,PC,70.0,65.0,strategy,2014-05-29
Monster Monpiece,PlayStation Vita,67.0,77.0,strategy,2014-05-27
Tropico 5,PC,75.0,69.0,strategy,2014-05-23
Distant Worlds: Universe,PC,81.0,80.0,strategy,2014-05-23
Panzer Tactics HD,PC,69.0,68.0,strategy,2014-05-22
Swords & Soldiers HD,Wii U,78.0,64.0,strategy,2014-05-22
OTTTD,iOS,83.0,70.8,strategy,2014-05-22
Freaking Meatbags,PC,69.0,70.8,strategy,2014-05-20
King's Bounty: Dark Side,PC,73.0,65.0,strategy,2014-05-16
Jagged Alliance: Flashback,PC,52.0,70.8,strategy,2014-05-15
Bravada,PC,70.0,75.0,strategy,2014-05-14
1849,PC,60.0,55.0,strategy,2014-05-08
Age of Mythology: Extended Edition,PC,66.0,74.0,strategy,2014-05-08
CastleStorm: Free to Siege,iOS,85.0,70.8,strategy,2014-05-07
1849,iOS,70.0,70.8,strategy,2014-05-06
Metal Slug Defense,iOS,69.0,58.0,strategy,2014-05-01
Gardening Mama 2: Forest Friends,3DS,72.3,70.8,strategy,2014-04-29
Endless Legend,PC,82.0,80.0,strategy,2014-04-24
The Last Federation,PC,72.0,69.0,strategy,2014-04-18
Wargame: Red Dragon,PC,78.0,79.0,strategy,2014-04-17
Hitman GO,iOS,81.0,73.0,strategy,2014-04-17
iOOTP Baseball 2014 Edition,iOS,81.0,70.8,strategy,2014-04-17
Yomi,iOS,83.0,70.8,strategy,2014-04-17
Hearthstone: Heroes of Warcraft,iOS,93.0,62.0,strategy,2014-04-16
FarmVille 2: Country Escape,iOS,64.0,55.0,strategy,2014-04-16
Warlock 2: The Exiled,PC,73.0,71.0,strategy,2014-04-10
Family Guy: The Quest for Stuff,iOS,72.3,70.8,strategy,2014-04-10
RollerCoaster Tycoon 4 Mobile,iOS,72.3,70.8,strategy,2014-04-09
Meridian: New World,PC,72.3,66.0,strategy,2014-04-04
"Warhammer 40,000: Storm of Vengeance",iOS,58.0,70.8,strategy,2014-04-03
Shadowrun Chronicles: Boston Lockdown,PC,61.0,71.0,strategy,2014-03-31
Age of Wonders III,PC,80.0,80.0,strategy,2014-03-31
Galactic Civilizations III,PC,81.0,66.0,strategy,2014-03-27
Boom Beach,iOS,69.0,60.0,strategy,2014-03-26
Game of Thrones Ascent,iOS,67.0,53.0,strategy,2014-03-26
SMITE,PC,83.0,81.0,strategy,2014-03-25
Destiny of Spirits,PlayStation Vita,66.0,70.0,strategy,2014-03-25
Deception IV: Blood Ties,PlayStation Vita,67.0,75.0,strategy,2014-03-25
Deception IV: Blood Ties,PlayStation 3,70.0,80.0,strategy,2014-03-25
Crusader Kings II: Rajas of India,PC,80.0,72.0,strategy,2014-03-25
Men of War: Assault Squad 2,PC,68.0,64.0,strategy,2014-03-20
Dragons and Titans,PC,72.3,70.0,strategy,2014-03-12
Hearthstone: Heroes of Warcraft,PC,88.0,58.0,strategy,2014-03-11
Infested Planet,PC,75.0,77.0,strategy,2014-03-06
Awesomenauts Assemble!,PlayStation 4,74.0,70.0,strategy,2014-03-04
Disco Zoo,iOS,70.0,70.8,strategy,2014-02-27
"Warhammer 40,000: Storm of Vengeance",PC,72.3,70.8,strategy,2014-02-27
Banished,PC,73.0,81.0,strategy,2014-02-18
Deadman's Cross,iOS,54.0,70.8,strategy,2014-02-13
Line Of Defense Tactics - Tactical Advantage,PC,72.3,70.8,strategy,2014-02-11
Galcon Legends,iOS,73.0,70.8,strategy,2014-02-06
Dungeon Keeper,iOS,72.3,70.8,strategy,2014-01-29
Might & Magic X: Legacy,PC,71.0,73.0,strategy,2014-01-23
Bardbarian,iOS,83.0,68.0,strategy,2014-01-16
Europa Universalis IV: Conquest of Paradise,PC,81.0,77.0,strategy,2014-01-14
The Banner Saga,PC,80.0,80.0,strategy,2014-01-14
SpellForce 2: Demons of the Past,PC,54.0,67.0,strategy,2014-01-14
CastleStorm,Wii U,83.0,78.0,strategy,2013-12-26
Eufloria HD,PlayStation Vita,69.0,68.0,strategy,2013-12-17
Fiz: The Brewery Management Game,iOS,78.0,70.8,strategy,2013-12-12
Total War: Rome II - Caesar in Gaul,PC,63.0,70.8,strategy,2013-12-12
Space Hulk,iOS,63.0,88.0,strategy,2013-12-05
Rainbow Moon,PlayStation Vita,70.0,66.0,strategy,2013-12-03
Skulls of the Shogun,iOS,93.0,65.0,strategy,2013-11-26
Zoo Tycoon,Xbox One,68.0,70.8,strategy,2013-11-22
Angry Birds Star Wars,Xbox One,53.0,69.0,strategy,2013-11-22
Lords of Waterdeep,iOS,90.0,72.0,strategy,2013-11-21
Drive on Moscow,iOS,90.0,70.0,strategy,2013-11-21
Demon Tribe,iOS,73.0,70.8,strategy,2013-11-21
Crusader Kings II: Sons of Abraham,PC,77.0,76.0,strategy,2013-11-18
Angry Birds Star Wars,PlayStation 4,72.3,70.8,strategy,2013-11-15
Pandora: First Contact,PC,68.0,75.0,strategy,2013-11-14
XCOM: Enemy Within,PlayStation 3,88.0,74.0,strategy,2013-11-12
XCOM: Enemy Within,Xbox 360,88.0,77.0,strategy,2013-11-12
SimCity: Cities of Tomorrow Expansion Pack,PC,61.0,70.8,strategy,2013-11-12
XCOM: Enemy Within,PC,86.0,81.0,strategy,2013-11-11
Adventure Park,PC,72.3,70.8,strategy,2013-11-08
Sid Meier's Ace Patrol: Pacific Skies,iOS,82.0,70.8,strategy,2013-11-07
Blackguards,PC,68.0,71.0,strategy,2013-11-06
CastleStorm,PlayStation Vita,79.0,75.0,strategy,2013-11-05
Sid Meier's Ace Patrol: Pacific Skies,PC,59.0,67.0,strategy,2013-11-05
Battle Worlds: Kronos,PC,71.0,70.0,strategy,2013-11-04
"I, Zombie",PC,65.0,51.0,strategy,2013-11-01
Anomaly 2,iOS,86.0,72.0,strategy,2013-10-31
Stack Rabbit,iOS,71.0,70.8,strategy,2013-10-31
Backyard Monsters: Unleashed,iOS,76.0,70.8,strategy,2013-10-30
Angry Birds Star Wars,PlayStation 3,72.3,70.8,strategy,2013-10-29
Angry Birds Star Wars,Xbox 360,59.0,58.0,strategy,2013-10-29
Defense Technica,PC,63.0,77.0,strategy,2013-10-24
Star Wars: Tiny Death Star,iOS,70.0,64.0,strategy,2013-10-15
Democracy 3,PC,70.0,72.0,strategy,2013-10-14
Steampunk Tower,iOS,76.0,68.0,strategy,2013-10-10
Disgaea D2: A Brighter Darkness,PlayStation 3,74.0,82.0,strategy,2013-10-08
Worms Revolution Extreme,PlayStation Vita,67.0,68.0,strategy,2013-10-08
Agarest: Generations of War,PC,72.3,69.0,strategy,2013-10-03
Transport Tycoon,iOS,81.0,67.0,strategy,2013-10-03
Machines at War 3,iOS,72.0,70.8,strategy,2013-10-02
Rune Factory 4,3DS,78.0,81.0,strategy,2013-10-01
Arma Tactics,PC,72.3,57.0,strategy,2013-10-01
Rise of Venice,PC,66.0,68.0,strategy,2013-09-27
Angry Birds Star Wars II,iOS,77.0,68.0,strategy,2013-09-19
Ironclad Tactics,PC,69.0,72.0,strategy,2013-09-18
Cavemania,iOS,74.0,70.8,strategy,2013-09-18
Card Hunter (2013),PC,83.0,77.0,strategy,2013-09-12
Aarklash: Legacy,PC,72.0,77.0,strategy,2013-09-12
Boom! Tanks,iOS,71.0,70.8,strategy,2013-09-11
TownCraft,iOS,73.0,70.8,strategy,2013-09-10
Starpoint Gemini 2,PC,70.0,84.0,strategy,2013-09-06
Arma Tactics,iOS,60.0,70.8,strategy,2013-09-05
Total War: Rome II,PC,76.0,70.8,strategy,2013-09-02
Guardians of Middle-Earth,PC,56.0,60.0,strategy,2013-08-29
Sid Meier's Ace Patrol,PC,71.0,67.0,strategy,2013-08-27
PixelJunk Monsters: Ultimate,PC,72.0,74.0,strategy,2013-08-26
Space Hulk,PC,58.0,66.0,strategy,2013-08-15
Plants vs Zombies 2: It's About Time,iOS,86.0,57.0,strategy,2013-08-15
Worms Clan Wars,PC,73.0,70.0,strategy,2013-08-15
Europa Universalis IV,PC,87.0,87.0,strategy,2013-08-13
Worms 3,iOS,74.0,69.0,strategy,2013-08-08
Pikmin 3,Wii U,87.0,87.0,strategy,2013-08-04
Cannon Brawl,PC,72.0,58.0,strategy,2013-07-30
PixelJunk Monsters: Ultimate HD,PlayStation Vita,84.0,75.0,strategy,2013-07-30
CastleStorm,PC,73.0,77.0,strategy,2013-07-29
Skulls of the Shogun,PC,72.0,68.0,strategy,2013-07-29
Prime World,PC,65.0,70.0,strategy,2013-07-26
Citadels,PC,72.3,70.8,strategy,2013-07-25
Freak Tower,iOS,73.0,70.8,strategy,2013-07-25
Bloons TD Battles,iOS,78.0,67.0,strategy,2013-07-18
Breach & Clear,iOS,66.0,62.0,strategy,2013-07-17
Ravenmark: Mercenaries,iOS,78.0,61.0,strategy,2013-07-10
Tokyo Jungle Mobile,PlayStation Vita,77.0,79.0,strategy,2013-07-10
Dota 2,PC,90.0,65.0,strategy,2013-07-09
Sid Meier's Civilization V: Brave New World,PC,85.0,86.0,strategy,2013-07-08
Smooth Operators!,iOS,71.0,70.8,strategy,2013-07-03
Horizon,PC,58.0,69.0,strategy,2013-07-02
Siegecraft TD,iOS,78.0,70.8,strategy,2013-06-27
Aviation Empire,iOS,74.0,70.8,strategy,2013-06-27
Magic: Duels of the Planeswalkers 2014,Xbox 360,83.0,55.0,strategy,2013-06-26
Magic: Duels of the Planeswalkers 2014,PC,77.0,61.0,strategy,2013-06-26
Endless Space: Disharmony,PC,54.0,68.0,strategy,2013-06-26
Company of Heroes 2,PC,80.0,70.8,strategy,2013-06-25
Project X Zone,3DS,70.0,74.0,strategy,2013-06-25
Magic: Duels of the Planeswalkers 2014,PlayStation 3,80.0,58.0,strategy,2013-06-25
XCOM: Enemy Unknown,iOS,91.0,75.0,strategy,2013-06-20
Planetary Annihilation,PC,62.0,57.0,strategy,2013-06-13
Cling Thing,iOS,78.0,70.8,strategy,2013-06-13
7 Grand Steps,PC,69.0,69.0,strategy,2013-06-07
Titan: Escape the Tower,iOS,63.0,70.8,strategy,2013-06-06
Kingdom Rush Frontiers,iOS,85.0,79.0,strategy,2013-06-06
Cubemen2,iOS,67.0,70.8,strategy,2013-06-06
Prime World: Defenders,PC,58.0,77.0,strategy,2013-06-05
Defense Technica,iOS,72.0,70.8,strategy,2013-06-05
Warhammer Quest,iOS,79.0,56.0,strategy,2013-05-30
CastleStorm,Xbox 360,79.0,68.0,strategy,2013-05-29
Wargame: AirLand Battle,PC,80.0,80.0,strategy,2013-05-29
Crusader Kings II: The Old Gods,PC,88.0,88.0,strategy,2013-05-28
Skyward Collapse,PC,64.0,80.0,strategy,2013-05-23
Fallen Enchantress: Legendary Heroes,PC,80.0,77.0,strategy,2013-05-22
Reus,PC,75.0,73.0,strategy,2013-05-16
Anomaly 2,PC,77.0,77.0,strategy,2013-05-15
Tiny Token Empires,PlayStation 3,64.0,70.8,strategy,2013-05-14
Frozen Synapse,iOS,84.0,66.0,strategy,2013-05-13
Sid Meier's Ace Patrol,iOS,80.0,70.8,strategy,2013-05-09
Go Home Dinosaurs,iOS,79.0,70.8,strategy,2013-05-09
rymdkapsel,PlayStation Vita,75.0,80.0,strategy,2013-05-08
Might & Magic: Heroes VI - Shades of Darkness,PC,66.0,53.0,strategy,2013-05-02
Zombie Tycoon 2: Brainhov's Revenge,PlayStation 3,63.0,59.0,strategy,2013-04-30
Leviathan: Warships,iOS,71.0,70.8,strategy,2013-04-30
Leviathan: Warships,PC,70.0,65.0,strategy,2013-04-28
Game Dev Tycoon,PC,68.0,80.0,strategy,2013-04-28
StarDrive,PC,61.0,68.0,strategy,2013-04-26
Eador: Masters of the Broken World,PC,74.0,72.0,strategy,2013-04-19
Victoria II: Heart of Darkness,PC,81.0,87.0,strategy,2013-04-16
Age of Empires II: HD Edition,PC,68.0,79.0,strategy,2013-04-09
Cubemen 2,PC,68.0,68.0,strategy,2013-04-08
Signal Ops,PC,61.0,64.0,strategy,2013-04-05
Tekken Card Tournament,iOS,68.0,51.0,strategy,2013-04-04
Injustice: Gods Among Us,iOS,69.0,71.0,strategy,2013-04-03
Order & Chaos Duels - Trading Card Game,iOS,72.0,70.8,strategy,2013-03-21
Strategy & Tactics: World War II,iOS,71.0,70.8,strategy,2013-03-21
Nun Attack,PlayStation Vita,63.0,59.0,strategy,2013-03-19
PWN: Combat Hacking,iOS,73.0,70.8,strategy,2013-03-14
Starcraft II: Heart of the Swarm,PC,86.0,80.0,strategy,2013-03-12
Fury of the Gods,iOS,63.0,70.8,strategy,2013-03-07
SimCity,PC,64.0,70.8,strategy,2013-03-05
The Banner Saga: Factions,PC,67.0,79.0,strategy,2013-02-25
Generation of Chaos: Pandora's Reflection,PSP,70.0,75.0,strategy,2013-02-19
March of the Eagles,PC,71.0,70.0,strategy,2013-02-18
Impire,PC,72.3,54.0,strategy,2013-02-13
Omerta: City of Gangsters,Xbox 360,72.3,70.8,strategy,2013-02-12
Dragon Storm,iOS,57.0,70.8,strategy,2013-02-06
Fire Emblem: Awakening,3DS,92.0,90.0,strategy,2013-02-04
Omerta: City of Gangsters,PC,54.0,70.8,strategy,2013-01-31
Raft Pirates,iOS,77.0,70.8,strategy,2013-01-31
Skulls of the Shogun,Xbox 360,81.0,81.0,strategy,2013-01-30
Mushroom Wars,iOS,73.0,57.0,strategy,2013-01-24
Heroes and Castles,iOS,82.0,68.0,strategy,2013-01-17
Crusader Kings II: The Republic,PC,81.0,82.0,strategy,2013-01-14
Fieldrunners 2,PC,73.0,75.0,strategy,2013-01-10
Seduce Me,PC,72.3,70.8,strategy,2013-01-02
Anomaly Korea,iOS,86.0,64.0,strategy,2012-12-20
Battle of the Bulge,iOS,85.0,72.0,strategy,2012-12-13
RAD Soldiers,iOS,80.0,70.8,strategy,2012-12-07
Guardians of Middle-Earth,Xbox 360,71.0,81.0,strategy,2012-12-04
Guardians of Middle-Earth,PlayStation 3,75.0,73.0,strategy,2012-12-04
Uncharted: Fight for Fortune,PlayStation Vita,67.0,59.0,strategy,2012-12-04
Sword of the Stars II: Lords of Winter (Enhanced Edition),PC,65.0,71.0,strategy,2012-11-30
Frozen Hearth,PC,72.3,70.8,strategy,2012-11-27
Bloons TD 5,iOS,79.0,73.0,strategy,2012-11-15
Planets Under Attack,Xbox 360,68.0,68.0,strategy,2012-11-14
Angry Birds Star Wars,iOS,88.0,66.0,strategy,2012-11-08
My Little Pony - Friendship is Magic,iOS,69.0,59.0,strategy,2012-11-08
Harvest Moon 3D: A New Beginning,3DS,74.0,77.0,strategy,2012-11-06
Ragnarok Tactics,PSP,65.0,78.0,strategy,2012-11-06
History Legends of War: Patton,Xbox 360,51.0,63.0,strategy,2012-11-06
Might & Magic: Duel of Champions,iOS,82.0,62.0,strategy,2012-10-31
King's Bounty: Warriors of the North,PC,74.0,70.0,strategy,2012-10-25
Elemental: Fallen Enchantress,PC,78.0,73.0,strategy,2012-10-23
A Game of Dwarves,PC,60.0,65.0,strategy,2012-10-23
RollerCoaster Tycoon 3D,3DS,72.3,70.8,strategy,2012-10-16
Chivalry: Medieval Warfare,PC,79.0,77.0,strategy,2012-10-16
Devil's Attorney,iOS,85.0,69.0,strategy,2012-10-11
Worms Revolution,PC,73.0,66.0,strategy,2012-10-10
Worms Revolution,Xbox 360,73.0,62.0,strategy,2012-10-10
Port Royale 3: Pirates and Merchants,Xbox 360,56.0,70.8,strategy,2012-10-09
XCOM: Enemy Unknown,PlayStation 3,89.0,83.0,strategy,2012-10-09
XCOM: Enemy Unknown,Xbox 360,90.0,83.0,strategy,2012-10-09
Worms Revolution,PlayStation 3,74.0,72.0,strategy,2012-10-09
XCOM: Enemy Unknown,PC,89.0,82.0,strategy,2012-10-08
Carrier Command: Gaea Mission,Xbox 360,72.3,63.0,strategy,2012-10-02
New Little King's Story,PlayStation Vita,70.0,76.0,strategy,2012-10-02
Oh! Sheep,iOS,72.0,70.8,strategy,2012-10-02
Fantasy Conflict,iOS,70.0,70.8,strategy,2012-10-02
Carrier Command: Gaea Mission,PC,60.0,56.0,strategy,2012-09-28
Cortex Command,PC,72.3,73.0,strategy,2012-09-28
Dead Stop,iOS,74.0,70.8,strategy,2012-09-27
Super Monsters Ate My Condo!,iOS,86.0,69.0,strategy,2012-09-27
Hotel Transylvania Dash Deluxe,iOS,76.0,70.8,strategy,2012-09-19
Tryst,PC,50.0,64.0,strategy,2012-09-14
Guardian Cross,iOS,58.0,58.0,strategy,2012-09-13
Might & Magic: Duel of Champions,PC,84.0,69.0,strategy,2012-09-13
Lich Defense,iOS,80.0,70.8,strategy,2012-09-13
Anomaly: Warzone Earth,PlayStation 3,78.0,71.0,strategy,2012-09-11
Shad'O,PC,68.0,66.0,strategy,2012-09-04
Civil War: 1863,iOS,66.0,70.8,strategy,2012-09-03
Starvoid,PC,60.0,60.0,strategy,2012-08-30
Beware Planet Earth!,PC,68.0,58.0,strategy,2012-08-30
Jagged Alliance: Crossfire,PC,63.0,70.8,strategy,2012-08-24
Cosmic Colony,iOS,68.0,70.8,strategy,2012-08-23
Tower Wars,PC,59.0,67.0,strategy,2012-08-14
Iron Brigade,PC,75.0,53.0,strategy,2012-08-13
Legends of Pegasus,PC,72.3,70.8,strategy,2012-08-10
Hero Academy,PC,75.0,61.0,strategy,2012-08-10
Cafeteria Nipponica,iOS,64.0,66.0,strategy,2012-08-10
Kingdoms & Lords,iOS,63.0,70.8,strategy,2012-08-09
Rigonauts,PC,60.0,54.0,strategy,2012-08-07
Clash of Clans,iOS,74.0,59.0,strategy,2012-08-02
Awesomenauts,PC,78.0,79.0,strategy,2012-08-01
Growlanser: Wayfarer of Time,PSP,67.0,87.0,strategy,2012-07-31
The Political Machine 2012,PC,54.0,67.0,strategy,2012-07-31
Plight of the Zombie,iOS,81.0,70.8,strategy,2012-07-31
Orcs Must Die! 2,PC,83.0,79.0,strategy,2012-07-30
Fieldrunners 2,iOS,88.0,72.0,strategy,2012-07-19
Great Big War Game,iOS,86.0,66.0,strategy,2012-07-18
Rainbow Moon,PlayStation 3,70.0,69.0,strategy,2012-07-10
EMERGENCY,iOS,76.0,70.8,strategy,2012-07-10
Jar on a Bar,iOS,63.0,70.8,strategy,2012-07-05
Endless Space,PC,77.0,74.0,strategy,2012-07-04
Dungeon Twister,PlayStation 3,72.3,70.8,strategy,2012-07-03
Record of Agarest War 2,PlayStation 3,56.0,73.0,strategy,2012-06-26
Magic: The Gathering - Duels of the Planeswalkers 2013,Xbox 360,80.0,71.0,strategy,2012-06-20
Magic: The Gathering - Duels of the Planeswalkers 2013,PC,77.0,68.0,strategy,2012-06-20
Magic: The Gathering - Duels of the Planeswalkers 2013,iOS,90.0,58.0,strategy,2012-06-20
Magic: The Gathering - Duels of the Planeswalkers 2013,PlayStation 3,75.0,74.0,strategy,2012-06-19
Sid Meier's Civilization V: Gods & Kings,PC,80.0,77.0,strategy,2012-06-18
Pokemon Conquest,DS,80.0,83.0,strategy,2012-06-18
Pocket Planes,iOS,78.0,69.0,strategy,2012-06-14
WarGames: WOPR,iOS,87.0,54.0,strategy,2012-06-14
Cuboid: 3D Puzzle Game,iOS,79.0,70.8,strategy,2012-06-14
Babel Rising,Xbox 360,51.0,70.8,strategy,2012-06-13
Human Defense,iOS,71.0,70.8,strategy,2012-06-13
Sins of a Solar Empire: Rebellion,PC,82.0,78.0,strategy,2012-06-12
Babel Rising,PlayStation 3,55.0,70.8,strategy,2012-06-12
Gungnir,PSP,68.0,80.0,strategy,2012-06-12
Gemini Wars,PC,53.0,65.0,strategy,2012-06-08
Iron Front: Liberation 1944,PC,55.0,66.0,strategy,2012-05-25
Autumn Dynasty,iOS,85.0,68.0,strategy,2012-05-24
Pastry Panic,iOS,70.0,70.8,strategy,2012-05-24
Gratuitous Tank Battles,PC,69.0,67.0,strategy,2012-05-17
Non Flying Soldiers,iOS,72.0,70.8,strategy,2012-05-17
Battleship,Wii,54.0,51.0,strategy,2012-05-15
Battleship,3DS,55.0,70.8,strategy,2012-05-15
Strikefleet Omega,iOS,82.0,70.8,strategy,2012-05-11
The Bluecoats - North vs South,iOS,60.0,70.8,strategy,2012-05-10
Warlock: Master of the Arcane,PC,71.0,79.0,strategy,2012-05-08
Port Royale 3: Pirates and Merchants,PC,54.0,62.0,strategy,2012-05-04
Amoebattle,DS,68.0,71.0,strategy,2012-05-03
Exponential Invasion,iOS,70.0,70.8,strategy,2012-05-03
Awesomenauts,Xbox 360,77.0,77.0,strategy,2012-05-02
Awesomenauts,PlayStation 3,75.0,74.0,strategy,2012-05-01
Toy Soldiers,PC,71.0,74.0,strategy,2012-04-27
Super Monday Night Combat,PC,76.0,70.8,strategy,2012-04-19
Ka-Bloom,iOS,71.0,70.8,strategy,2012-04-19
Tentacle Wars HD,iOS,75.0,70.8,strategy,2012-04-19
